date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:36:19	62056/62056	---M--	200	added ('OK')	text/css	etag:%22f268-632d2e108f4db%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/style.css?ver=6.8	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/style3e78.css	(from http://localhost/wordpress/)
09:36:21	70659/70659	---M--	200	added ('OK')	text/css	etag:%2211403-632d2e10ac004%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/css/animate.css?ver=6.8	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/css/animate3e78.css	(from http://localhost/wordpress/)
09:36:23	226896/226896	---M--	200	added ('OK')	text/css	etag:%2237650-63331e171e90b%22	http://localhost/wordpress/wp-content/fonts/073c9db395f79c247fafeec16dac681d.css	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/fonts/073c9db395f79c247fafeec16dac681d.css	(from http://localhost/wordpress/)
09:36:25	4434/4434	---M--	200	added ('OK')	text/css	etag:%221152-632d2bc6edcb8%22	http://localhost/wordpress/wp-content/plugins/pymntpl-paypal-woocommerce/build/css/styles.css?ver=1.0.54	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/plugins/pymntpl-paypal-woocommerce/build/css/stylese2ca.css	(from http://localhost/wordpress/)
09:36:27	9636/9636	---M--	200	added ('OK')	text/javascript	etag:%2225a4-632d2c2c9471e%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.5.2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min0ce9.js	(from http://localhost/wordpress/)
09:36:27	4035/4035	---M--	200	added ('OK')	text/javascript	etag:%22fc3-632d2c2b27f58%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.5.2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mina8cb.js	(from http://localhost/wordpress/)
09:36:27	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-632d2e6f902fd%22	http://localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/wordpress/)
09:36:27	1720/1720	---M--	200	added ('OK')	text/javascript	etag:%226b8-632d2c2dcbccd%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.5.2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min8263.js	(from http://localhost/wordpress/)
09:36:28	3178/3178	---M--	200	added ('OK')	text/javascript	etag:%22c6a-632d2c2c632a4%22	http://localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.5.2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mina8cb.js	(from http://localhost/wordpress/)
09:36:29	832/832	---M--	200	added ('OK')	text/xml	date:Thu,%2024%20Apr%202025%2008:36:28%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
09:36:29	15597/15597	---M--	200	added ('OK')	text/javascript	etag:%223ced-632d2e153c8b7%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/js/wow.js?ver=6.8	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/js/wow3e78.js	(from http://localhost/wordpress/)
09:36:30	3358/3358	---M--	200	added ('OK')	text/javascript	etag:%22d1e-63331e61474f4%22	http://localhost/wordpress/wp-includes/js/dist/script-modules/block-library/navigation/view.min.js?ver=61572d447d60c0aa5240	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-includes/js/dist/script-modules/block-library/navigation/view.minf3d8.js	(from http://localhost/wordpress/)
09:36:30	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-632d2e6f2f2b3%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/wordpress/)
09:36:30	1369/1369	---M--	200	added ('OK')	text/javascript	etag:%22559-63331e6149d30%22	http://localhost/wordpress/wp-includes/js/dist/script-modules/block-library/search/view.min.js?ver=208bf143e4074549fa89	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-includes/js/dist/script-modules/block-library/search/view.min04b4.js	(from http://localhost/wordpress/)
09:36:34	38256/38256	---M--	200	added ('OK')	text/javascript	etag:%229570-63331e614bf8b%22	http://localhost/wordpress/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=55aebb6e0a16726baffb	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-includes/js/dist/script-modules/interactivity/index.min1c7d.js	(from http://localhost/wordpress/)
09:36:45	97132/97132	---M--	200	added ('OK')	font/ttf	etag:%2217b6c-632d2e11484da%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Regular.ttf	(from http://localhost/wordpress/)
09:36:46	97960/97960	---M--	200	added ('OK')	font/ttf	etag:%2217ea8-632d2e113606a%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Medium.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Medium.ttf	(from http://localhost/wordpress/)
09:36:50	103856/103856	---M--	200	added ('OK')	font/ttf	etag:%22195b0-632d2e1151843%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-SemiBold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-SemiBold.ttf	(from http://localhost/wordpress/)
09:36:59	50780/50780	---M--	200	added ('OK')	font/ttf	etag:%22c65c-632d2e10c859d%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Bad_Script/BadScript-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Bad_Script/BadScript-Regular.ttf	(from http://localhost/wordpress/)
09:37:07	104316/104316	---M--	200	added ('OK')	font/ttf	etag:%221977c-632d2e10eae37%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Bold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Barlow_Condensed/BarlowCondensed-Bold.ttf	(from http://localhost/wordpress/)
09:37:08	223644/223644	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Apr%202025%2008:36:59%20GMT	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Bad_Script/Staatliches-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Bad_Script/Staatliches-Regular.28.delayed	(from http://localhost/wordpress/)
09:37:08	109860/109860	---M--	200	added ('OK')	font/ttf	etag:%221ad24-632d2e13b8a6b%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Roboto_Flex/static/RobotoFlex-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Roboto_Flex/static/RobotoFlex-Regular.ttf	(from http://localhost/wordpress/)
09:37:29	128668/128668	---M--	200	added ('OK')	font/ttf	etag:%221f69c-632d2e1268e73%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Light.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Light.ttf	(from http://localhost/wordpress/)
09:37:29	129076/129076	---M--	200	added ('OK')	font/ttf	etag:%221f834-632d2e1278431%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Regular.ttf	(from http://localhost/wordpress/)
09:37:29	129116/129116	---M--	200	added ('OK')	font/ttf	etag:%221f85c-632d2e12709e5%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Medium.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Medium.ttf	(from http://localhost/wordpress/)
09:37:40	223644/223644	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Apr%202025%2008:37:29%20GMT	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Black.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Black.2d.delayed	(from http://localhost/wordpress/)
09:37:53	75152/75152	---M--	200	added ('OK')	font/ttf	etag:%2212590-632d2e11b7552%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Regular.ttf	(from http://localhost/wordpress/)
09:37:53	77208/77208	---M--	200	added ('OK')	font/ttf	etag:%2212d98-632d2e11a70eb%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Light.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Light.ttf	(from http://localhost/wordpress/)
09:37:55	128548/128548	---M--	200	added ('OK')	font/ttf	etag:%221f624-632d2e125eb13%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Bold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Marhey/static/Marhey-Bold.ttf	(from http://localhost/wordpress/)
09:38:02	223644/223644	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Apr%202025%2008:37:53%20GMT	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Medium.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Medium.30.delayed	(from http://localhost/wordpress/)
09:38:11	50908/50908	---M--	200	added ('OK')	font/woff2	etag:%22c6dc-632d2e12b37f8%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Light.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Light.woff2	(from http://localhost/wordpress/)
09:38:13	73332/73332	---M--	200	added ('OK')	font/ttf	etag:%2211e74-632d2e118dec1%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Bold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Bold.ttf	(from http://localhost/wordpress/)
09:38:14	69500/69500	---M--	200	added ('OK')	font/ttf	etag:%2210f7c-632d2e117ce22%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Black.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Lato/Lato-Black.ttf	(from http://localhost/wordpress/)
09:38:19	51148/51148	---M--	200	added ('OK')	font/woff2	etag:%22c7cc-632d2e12bff19%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Regular.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Regular.woff2	(from http://localhost/wordpress/)
09:38:22	50488/50488	---M--	200	added ('OK')	font/woff2	etag:%22c538-632d2e12bc0d1%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Medium.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Medium.woff2	(from http://localhost/wordpress/)
09:38:23	58560/58560	---M--	200	added ('OK')	font/woff2	etag:%22e4c0-632d2e12abf8b%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Italic.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Italic.woff2	(from http://localhost/wordpress/)
09:38:28	51092/51092	---M--	200	added ('OK')	font/woff2	etag:%22c794-632d2e12c7cd8%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-SemiBold.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-SemiBold.woff2	(from http://localhost/wordpress/)
09:38:31	50576/50576	---M--	200	added ('OK')	font/woff2	etag:%22c590-632d2e129c7b4%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Bold.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Bold.woff2	(from http://localhost/wordpress/)
09:38:31	50492/50492	---M--	200	added ('OK')	font/woff2	etag:%22c53c-632d2e12a39fc%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-ExtraBold.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-ExtraBold.woff2	(from http://localhost/wordpress/)
09:38:36	49324/49324	---M--	200	added ('OK')	font/woff2	etag:%22c0ac-632d2e12940f6%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Black.woff2	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/poppins/Poppins-Black.woff2	(from http://localhost/wordpress/)
09:38:40	57536/57536	---M--	200	added ('OK')	font/ttf	etag:%22e0c0-632d2e121834d%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Light.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Light.ttf	(from http://localhost/wordpress/)
09:38:40	57540/57540	---M--	200	added ('OK')	font/ttf	etag:%22e0c4-632d2e1227b06%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Regular.ttf	(from http://localhost/wordpress/)
09:38:45	57544/57544	---M--	200	added ('OK')	font/ttf	etag:%22e0c8-632d2e121f78d%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Medium.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Medium.ttf	(from http://localhost/wordpress/)
09:38:50	57624/57624	---M--	200	added ('OK')	font/ttf	etag:%22e118-632d2e1231881%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-SemiBold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-SemiBold.ttf	(from http://localhost/wordpress/)
09:38:50	57912/57912	---M--	200	added ('OK')	font/ttf	etag:%22e238-632d2e1207424%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-ExtraBold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-ExtraBold.ttf	(from http://localhost/wordpress/)
09:38:55	57784/57784	---M--	200	added ('OK')	font/ttf	etag:%22e1b8-632d2e11f744c%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Black.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/League_Spartan/static/LeagueSpartan-Black.ttf	(from http://localhost/wordpress/)
09:39:16	164116/164116	---M--	200	added ('OK')	font/ttf	etag:%2228114-632d2e1348309%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Light.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Light.ttf	(from http://localhost/wordpress/)
09:39:17	164120/164120	---M--	200	added ('OK')	font/ttf	etag:%2228118-632d2e13688fe%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Regular.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Regular.ttf	(from http://localhost/wordpress/)
09:39:21	164132/164132	---M--	200	added ('OK')	font/ttf	etag:%2228124-632d2e135a467%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Medium.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Medium.ttf	(from http://localhost/wordpress/)
09:39:43	164136/164136	---M--	200	added ('OK')	font/ttf	etag:%2228128-632d2e13736ae%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-SemiBold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-SemiBold.ttf	(from http://localhost/wordpress/)
09:39:43	164156/164156	---M--	200	added ('OK')	font/ttf	etag:%222813c-632d2e131d14e%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-ExtraBold.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-ExtraBold.ttf	(from http://localhost/wordpress/)
09:39:48	163688/163688	---M--	200	added ('OK')	font/ttf	etag:%2227f68-632d2e12fab99%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Black.ttf	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/fonts/Raleway/static/Raleway-Black.ttf	(from http://localhost/wordpress/)
09:39:48	259/259	---M--	200	added ('OK')	image/png	etag:%22103-632d2e141f706%22	http://localhost/wordpress/wp-content/themes/vw-furniture-shop/images/myaccout-img.png	C:/My%20Web%20Sites/menuiserie/localhost/wordpress/wp-content/themes/vw-furniture-shop/images/myaccout-img.png	(from http://localhost/wordpress/)
